1, 1, 1, -46.664287
1, 2, 1, -61.810821
1, 3, 1, -56.699594
1, 4, 1, -42.774508
1, 5, 1, -88.886460
1, 6, 1, -24.259484
1, 7, 1, -43.170257
1, 8, 1, -46.756373
1, 9, 1, -40.863049
1, 10, 1, -53.635727
1, 1, 2, -46.989857
1, 2, 2, -54.935297
1, 3, 2, -39.592756
1, 4, 2, -60.846790
1, 5, 2, -44.581597
1, 6, 2, -35.702791
1, 7, 2, -49.415115
1, 8, 2, -39.698891
1, 9, 2, -44.451583
1, 10, 2, -61.114530
1, 1, 3, -29.019834
1, 2, 3, -34.963804
1, 3, 3, -23.718814
1, 4, 3, -40.734167
1, 5, 3, -31.100387
1, 6, 3, -19.953188
1, 7, 3, -24.584882
1, 8, 3, -26.585594
1, 9, 3, -25.904943
1, 10, 3, -37.075837
1, 1, 4, -25.469459
1, 2, 4, -31.822518
1, 3, 4, -21.400534
1, 4, 4, -33.218105
1, 5, 4, -29.443249
1, 6, 4, -13.919405
1, 7, 4, -20.618877
1, 8, 4, -24.532126
1, 9, 4, -22.212256
1, 10, 4, -32.910829
1, 1, 5, -26.193767
1, 2, 5, -32.856776
1, 3, 5, -22.875647
1, 4, 5, -31.498638
1, 5, 5, -31.681947
1, 6, 5, -12.503811
1, 7, 5, -20.831159
1, 8, 5, -25.967382
1, 9, 5, -22.402793
1, 10, 5, -33.202981
2, 1, 1, -47.251113
2, 2, 1, -69.515355
2, 3, 1, -54.802238
2, 4, 1, -41.276861
2, 5, 1, -88.867822
2, 6, 1, -23.271666
2, 7, 1, -49.988066
2, 8, 1, -46.054077
2, 9, 1, -45.566939
2, 10, 1, -53.206261
2, 1, 2, -48.499559
2, 2, 2, -65.616004
2, 3, 2, -41.681981
2, 4, 2, -59.598450
2, 5, 2, -43.131313
2, 6, 2, -36.125579
2, 7, 2, -58.918734
2, 8, 2, -38.783222
2, 9, 2, -48.946203
2, 10, 2, -61.141870
2, 1, 3, -30.868645
2, 2, 3, -44.652796
2, 3, 3, -25.703379
2, 4, 3, -40.720858
2, 5, 3, -29.653686
2, 6, 3, -19.660858
2, 7, 3, -32.875722
2, 8, 3, -25.640250
2, 9, 3, -30.593071
2, 10, 3, -37.158084
2, 1, 4, -27.206739
2, 2, 4, -41.322482
2, 3, 4, -23.343763
2, 4, 4, -33.017591
2, 5, 4, -28.001796
2, 6, 4, -13.666663
2, 7, 4, -28.836174
2, 8, 4, -23.563452
2, 9, 4, -26.998515
2, 10, 4, -32.938329
2, 1, 5, -27.840590
2, 2, 5, -42.213748
2, 3, 5, -24.773031
2, 4, 5, -31.202400
2, 5, 5, -30.240631
2, 6, 5, -12.297397
2, 7, 5, -29.020373
2, 8, 5, -24.973167
2, 9, 5, -27.264922
2, 10, 5, -33.192442
3, 1, 1, -39.689737
3, 2, 1, -68.492481
3, 3, 1, -59.357124
3, 4, 1, -43.819029
3, 5, 1, -88.184009
3, 6, 1, -26.636982
3, 7, 1, -49.612347
3, 8, 1, -47.386437
3, 9, 1, -45.701065
3, 10, 1, -53.213224
3, 1, 2, -41.861987
3, 2, 2, -67.745065
3, 3, 2, -47.254358
3, 4, 2, -61.564505
3, 5, 2, -42.347806
3, 6, 2, -39.874302
3, 7, 2, -59.958440
3, 8, 2, -40.356684
3, 9, 2, -48.275193
3, 10, 2, -61.575704
3, 1, 3, -24.649257
3, 2, 3, -45.700852
3, 3, 3, -31.184554
3, 4, 3, -43.885520
3, 5, 3, -28.875760
3, 6, 3, -22.661387
3, 7, 3, -32.584502
3, 8, 3, -27.186536
3, 9, 3, -30.149036
3, 10, 3, -37.672313
3, 1, 4, -20.870031
3, 2, 4, -42.174715
3, 3, 4, -28.785138
3, 4, 4, -35.993018
3, 5, 4, -27.229103
3, 6, 4, -16.710836
3, 7, 4, -28.468778
3, 8, 4, -25.086766
3, 9, 4, -26.652981
3, 10, 4, -33.396693
3, 1, 5, -21.408028
3, 2, 5, -42.920221
3, 3, 5, -30.169799
3, 4, 5, -34.082449
3, 5, 5, -29.467941
3, 6, 5, -15.389702
3, 7, 5, -28.622767
3, 8, 5, -26.471231
3, 9, 5, -26.995433
3, 10, 5, -33.611984
4, 1, 1, -39.491473
4, 2, 1, -55.815192
4, 3, 1, -56.382774
4, 4, 1, -41.180353
4, 5, 1, -87.062883
4, 6, 1, -25.687368
4, 7, 1, -44.985284
4, 8, 1, -45.195795
4, 9, 1, -41.394554
4, 10, 1, -52.099111
4, 1, 2, -42.471008
4, 2, 2, -58.156237
4, 3, 2, -45.230934
4, 4, 2, -58.377387
4, 5, 2, -41.685313
4, 6, 2, -39.325289
4, 7, 2, -56.943891
4, 8, 2, -38.404162
4, 9, 2, -43.142704
4, 10, 2, -60.859059
4, 1, 3, -25.755280
4, 2, 3, -34.932685
4, 3, 3, -29.083474
4, 4, 3, -41.860340
4, 5, 3, -28.220778
4, 6, 3, -21.330396
4, 7, 3, -28.112085
4, 8, 3, -25.209341
4, 9, 3, -25.272283
4, 10, 3, -37.062258
4, 1, 4, -21.852538
4, 2, 4, -31.203964
4, 3, 4, -26.645767
4, 4, 4, -33.776807
4, 5, 4, -26.579340
4, 6, 4, -15.427575
4, 7, 4, -23.917421
4, 8, 4, -23.086957
4, 9, 4, -21.874930
4, 10, 4, -32.729624
4, 1, 5, -22.289043
4, 2, 5, -31.801262
4, 3, 5, -27.987026
4, 4, 5, -31.771298
4, 5, 5, -28.818050
4, 6, 5, -14.156403
4, 7, 5, -24.038906
4, 8, 5, -24.446460
4, 9, 5, -22.293503
4, 10, 5, -32.905298
5, 1, 1, -43.437569
5, 2, 1, -55.834015
5, 3, 1, -57.676037
5, 4, 1, -40.598162
5, 5, 1, -88.014721
5, 6, 1, -20.450862
5, 7, 1, -44.190289
5, 8, 1, -51.299341
5, 9, 1, -42.128177
5, 10, 1, -51.195295
5, 1, 2, -47.114274
5, 2, 2, -61.235602
5, 3, 2, -47.413073
5, 4, 2, -57.273989
5, 5, 2, -43.554778
5, 6, 2, -34.506291
5, 7, 2, -57.965242
5, 8, 2, -44.742656
5, 9, 2, -43.037673
5, 10, 2, -60.322838
5, 1, 3, -30.972465
5, 2, 3, -36.726302
5, 3, 3, -31.201520
5, 4, 3, -41.882647
5, 5, 3, -30.099619
5, 6, 3, -15.695314
5, 7, 3, -27.547847
5, 8, 3, -31.525666
5, 9, 3, -25.447114
5, 10, 3, -36.659326
5, 1, 4, -26.939569
5, 2, 4, -32.788318
5, 3, 4, -28.727002
5, 4, 4, -33.606544
5, 5, 4, -28.463385
5, 6, 4, -9.844323
5, 7, 4, -23.271339
5, 8, 4, -29.381023
5, 9, 4, -22.148504
5, 10, 4, -32.268497
5, 1, 5, -27.268697
5, 2, 5, -33.235302
5, 3, 5, -30.026028
5, 4, 5, -31.506630
5, 5, 5, -30.701838
5, 6, 5, -8.624964
5, 7, 5, -23.357843
5, 8, 5, -30.715853
5, 9, 5, -22.643172
5, 10, 5, -32.403748
6, 1, 1, -41.131942
6, 2, 1, -52.122944
6, 3, 1, -55.884928
6, 4, 1, -38.370203
6, 5, 1, -87.290651
6, 6, 1, -21.425277
6, 7, 1, -41.228824
6, 8, 1, -49.771192
6, 9, 1, -46.511319
6, 10, 1, -51.245397
6, 1, 2, -45.403146
6, 2, 2, -60.582774
6, 3, 2, -46.452916
6, 4, 2, -54.551177
6, 5, 2, -44.059166
6, 6, 2, -35.914242
6, 7, 2, -57.009842
6, 8, 2, -43.446110
6, 9, 2, -46.577780
6, 10, 2, -60.710427
6, 1, 3, -29.908813
6, 2, 3, -34.676569
6, 3, 3, -30.190762
6, 4, 3, -40.250145
6, 5, 3, -30.615179
6, 6, 3, -16.253319
6, 7, 3, -24.897881
6, 8, 3, -30.209454
6, 9, 3, -29.286774
6, 10, 3, -37.207186
6, 1, 4, -25.738641
6, 2, 4, -30.522773
6, 3, 4, -27.680884
6, 4, 4, -31.780219
6, 5, 4, -28.984134
6, 6, 4, -10.458260
6, 7, 4, -20.536475
6, 8, 4, -28.042910
6, 9, 4, -26.086791
6, 10, 4, -32.756950
6, 1, 5, -25.954263
6, 2, 5, -30.817695
6, 3, 5, -28.938818
6, 4, 5, -29.586529
6, 5, 5, -31.222207
6, 6, 5, -9.292587
6, 7, 5, -20.585322
6, 8, 5, -29.353351
6, 9, 5, -26.657426
6, 10, 5, -32.850962
7, 1, 1, -51.242027
7, 2, 1, -44.926254
7, 3, 1, -55.344762
7, 4, 1, -37.037415
7, 5, 1, -81.145529
7, 6, 1, -27.567221
7, 7, 1, -38.885648
7, 8, 1, -49.002757
7, 9, 1, -48.863081
7, 10, 1, -52.318541
7, 1, 2, -56.013306
7, 2, 2, -56.454859
7, 3, 2, -46.689551
7, 4, 2, -52.748746
7, 5, 2, -39.312363
7, 6, 2, -42.504019
7, 7, 2, -56.804371
7, 8, 2, -42.905782
7, 9, 2, -48.090423
7, 10, 2, -62.090954
7, 1, 3, -41.235478
7, 2, 3, -29.043935
7, 3, 3, -30.390149
7, 4, 3, -39.503689
7, 5, 3, -25.881279
7, 6, 3, -21.960359
7, 7, 3, -22.949904
7, 8, 3, -29.651958
7, 9, 3, -31.114530
7, 10, 3, -38.775022
7, 1, 4, -36.920383
7, 2, 4, -24.667967
7, 3, 4, -27.846332
7, 4, 4, -30.839001
7, 5, 4, -24.255406
7, 6, 4, -16.225321
7, 7, 4, -18.500394
7, 8, 4, -27.463866
7, 9, 4, -28.012910
7, 10, 4, -34.264136
7, 1, 5, -37.016119
7, 2, 5, -24.809451
7, 3, 5, -29.064280
7, 4, 5, -28.552255
7, 5, 5, -26.492980
7, 6, 5, -15.115222
7, 7, 5, -18.508688
7, 8, 5, -28.750203
7, 9, 5, -28.659284
7, 10, 5, -34.316081
8, 1, 1, -49.386177
8, 2, 1, -42.641999
8, 3, 1, -54.509771
8, 4, 1, -37.562684
8, 5, 1, -80.400881
8, 6, 1, -28.185227
8, 7, 1, -38.022836
8, 8, 1, -48.283679
8, 9, 1, -49.333336
8, 10, 1, -52.447425
8, 1, 2, -54.571869
8, 2, 2, -57.242028
8, 3, 2, -46.580679
8, 4, 2, -52.828301
8, 5, 2, -40.030141
8, 6, 2, -43.581210
8, 7, 2, -58.069755
8, 8, 2, -42.411179
8, 9, 2, -47.733645
8, 10, 2, -62.497358
8, 1, 3, -40.574223
8, 2, 3, -28.239188
8, 3, 3, -30.257162
8, 4, 3, -40.606036
8, 5, 3, -26.613627
8, 6, 3, -22.124273
8, 7, 3, -22.567070
8, 8, 3, -29.142676
8, 9, 3, -31.084652
8, 10, 3, -39.395605
8, 1, 4, -36.105984
8, 2, 4, -23.634934
8, 3, 4, -27.680796
8, 4, 4, -31.745987
8, 5, 4, -24.992911
8, 6, 4, -16.453318
8, 7, 4, -18.026082
8, 8, 4, -26.933391
8, 9, 4, -28.080988
8, 10, 4, -34.822789
8, 1, 5, -36.075210
8, 2, 5, -23.621990
8, 3, 5, -28.859835
8, 4, 5, -29.367000
8, 5, 5, -27.229869
8, 6, 5, -15.400695
8, 7, 5, -17.990693
8, 8, 5, -28.195905
8, 9, 5, -28.802771
8, 10, 5, -34.831828
9, 1, 1, -43.192697
9, 2, 1, -40.871492
9, 3, 1, -59.467594
9, 4, 1, -29.138181
9, 5, 1, -78.765682
9, 6, 1, -37.743273
9, 7, 1, -34.132032
9, 8, 1, -44.064889
9, 9, 1, -47.618837
9, 10, 1, -51.365064
9, 1, 2, -48.716103
9, 2, 2, -58.501340
9, 3, 2, -52.217131
9, 4, 2, -43.980680
9, 5, 2, -39.853303
9, 6, 2, -53.605161
9, 7, 2, -56.029682
9, 8, 2, -38.413116
9, 9, 2, -45.212121
9, 10, 2, -61.663127
9, 1, 3, -35.556505
9, 2, 3, -27.873788
9, 3, 3, -35.882347
9, 4, 3, -32.749190
9, 5, 3, -26.452964
9, 6, 3, -31.208312
9, 7, 3, -19.240163
9, 8, 3, -25.132412
9, 9, 3, -28.898442
9, 10, 3, -38.802028
9, 1, 4, -30.926271
9, 2, 4, -23.035453
9, 3, 4, -33.274794
9, 4, 4, -23.693555
9, 5, 4, -24.837388
9, 6, 4, -25.605459
9, 7, 4, -14.604150
9, 8, 4, -22.902287
9, 9, 4, -25.992192
9, 10, 4, -34.165968
9, 1, 5, -30.762118
9, 2, 5, -22.867485
9, 3, 5, -34.415969
9, 4, 5, -21.223231
9, 5, 5, -27.073616
9, 6, 5, -24.612225
9, 7, 5, -14.521686
9, 8, 5, -24.141258
9, 9, 5, -26.788955
9, 10, 5, -34.131252
10, 1, 1, -41.504204
10, 2, 1, -39.742129
10, 3, 1, -57.802251
10, 4, 1, -31.034404
10, 5, 1, -78.199038
10, 6, 1, -37.916623
10, 7, 1, -37.184738
10, 8, 1, -44.225100
10, 9, 1, -50.205779
10, 10, 1, -51.367546
10, 1, 2, -47.297484
10, 2, 2, -60.254668
10, 3, 2, -51.185886
10, 4, 2, -45.475043
10, 5, 2, -40.701743
10, 6, 2, -54.244183
10, 7, 2, -60.277582
